customerID,Prediction_Date,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Model_used,Churn,Probability
7524-VRLPL,2024-08-30,Male,Yes,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031.0,Gradient Boost Classifier,No,2.61
1069-XAIEM,2024-08-30,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Gradient Boost Classifier,Yes,89.86
7569-NMZYQ,2024-08-30,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,Gradient Boost Classifier,No,4.0
5201-USSQZ,2024-08-30,Female,No,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,Gradient Boost Classifier,Yes,24.69
2105-PHWON,2024-08-30,Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,Gradient Boost Classifier,Yes,31.89
1494-EJZDW,2024-08-30,Female,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,Gradient Boost Classifier,No,2.79
4884-TVUQF,2024-08-30,Female,Yes,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.3,5779.6,Gradient Boost Classifier,No,5.92
8003-EWNDZ,2024-08-30,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.2,222.65,Gradient Boost Classifier,Yes,17.78
1897-RCFUM,2024-08-30,Female,No,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.2,914.6,Gradient Boost Classifier,No,4.14
9256-JTBNZ,2024-08-30,Female,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,246.3,Gradient Boost Classifier,No,11.55
4658-HCOHW,2024-08-30,Female,No,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Gradient Boost Classifier,Yes,49.58
2211-RMNHO,2024-08-30,Female,No,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560.0,Gradient Boost Classifier,No,2.42
2432-TFSMK,2024-08-30,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0,Gradient Boost Classifier,Yes,25.13
3440-JPSCL,2024-08-30,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,Gradient Boost Classifier,Yes,63.54
4929-ROART,2024-08-30,Male,No,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,969.85,Gradient Boost Classifier,Yes,15.17
1834-ABKHQ,2024-08-30,Female,No,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,Gradient Boost Classifier,No,8.68
1741-WTPON,2024-08-30,Male,No,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,Gradient Boost Classifier,No,5.86
3932-IJWDZ,2024-08-30,Male,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,Gradient Boost Classifier,Yes,39.01
1240-HCBOH,2024-08-30,Female,No,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.1,1759.55,Gradient Boost Classifier,No,2.17
3594-KADLU,2024-08-30,Male,No,Yes,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,101.1,Gradient Boost Classifier,Yes,25.52
8065-BVEPF,2024-08-30,Male,Yes,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,Gradient Boost Classifier,Yes,47.76
3796-ENZGF,2024-08-30,Male,No,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,Gradient Boost Classifier,No,2.46
1734-ZMNTZ,2024-08-30,Female,No,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,300.7,Gradient Boost Classifier,No,2.24
2853-CWQFQ,2024-08-30,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,59.55,Gradient Boost Classifier,Yes,47.33
0813-TAXXS,2024-08-30,Male,No,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,Gradient Boost Classifier,No,5.51
2519-TWKFS,2024-08-30,Male,No,Yes,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,55.1,1466.1,Gradient Boost Classifier,No,6.63
2889-FPWRM,2024-08-30,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,Gradient Boost Classifier,No,9.43
0626-QXNGV,2024-08-30,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,1776.45,Gradient Boost Classifier,No,1.45
6723-CEGQI,2024-08-30,Female,No,No,Yes,65,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,45.25,2933.95,Gradient Boost Classifier,No,2.31
6987-XQSJT,2024-08-30,Female,Yes,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,Gradient Boost Classifier,Yes,43.07
4732-RRJZC,2024-08-30,Male,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,144.35,Gradient Boost Classifier,No,10.63
9499-XPZXM,2024-08-30,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,Gradient Boost Classifier,No,1.36
4338-EYCER,2024-08-30,Male,No,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,Gradient Boost Classifier,Yes,18.53
3007-FDPEA,2024-08-30,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,Gradient Boost Classifier,Yes,18.48
6350-XFYGW,2024-08-30,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,422.4,Gradient Boost Classifier,Yes,83.72
4290-BSXUX,2024-08-30,Male,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Gradient Boost Classifier,Yes,53.89
8513-OLYGY,2024-08-30,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8332.15,Gradient Boost Classifier,No,3.16
0311-QYWSS,2024-08-30,Female,No,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,Gradient Boost Classifier,Yes,27.76
8705-DWKTI,2024-08-30,Male,No,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.8,4331.4,Gradient Boost Classifier,Yes,36.49
8755-IWJHN,2024-08-30,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.35,6382.0,Gradient Boost Classifier,Yes,46.8
0325-XBFAC,2024-08-30,Male,No,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,Gradient Boost Classifier,Yes,78.18
4480-QQRHC,2024-08-30,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,Gradient Boost Classifier,Yes,61.7
0929-PECLO,2024-08-30,Female,Yes,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,Gradient Boost Classifier,Yes,46.49
3680-CTHUH,2024-08-30,Male,No,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,Gradient Boost Classifier,Yes,22.49
1202-KKGFU,2024-08-30,Female,No,Yes,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.2,690.5,Gradient Boost Classifier,Yes,14.32
6112-KTHFQ,2024-08-30,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,Gradient Boost Classifier,No,11.23
1852-XEMDW,2024-08-30,Male,No,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,Gradient Boost Classifier,No,11.73
2462-XIIJB,2024-08-30,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,Gradient Boost Classifier,Yes,79.05
4760-XOHVN,2024-08-30,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,Gradient Boost Classifier,Yes,24.12
1820-DJFPH,2024-08-30,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1709.15,Gradient Boost Classifier,No,1.39
9426-SXNHE,2024-08-30,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.75,53.15,Gradient Boost Classifier,Yes,15.08
9068-FHQHD,2024-08-30,Female,No,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,777.35,Gradient Boost Classifier,No,1.86
1269-FOYWN,2024-08-30,Male,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,860.85,Gradient Boost Classifier,No,4.04
9470-YFUYI,2024-08-30,Male,Yes,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,Gradient Boost Classifier,No,3.9
7817-BOQPW,2024-08-30,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Gradient Boost Classifier,Yes,77.97
7402-EYFXX,2024-08-30,Male,Yes,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,Gradient Boost Classifier,Yes,58.26
1853-UDXBW,2024-08-30,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,Gradient Boost Classifier,Yes,81.45
9895-VFOXH,2024-08-30,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,Gradient Boost Classifier,Yes,54.0
5458-CQJTA,2024-08-30,Male,No,Yes,Yes,65,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,4820.15,Gradient Boost Classifier,No,2.52
1230-QAJDW,2024-08-30,Male,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.25,209.9,Gradient Boost Classifier,Yes,30.31
5701-ZIKJE,2024-08-30,Male,No,No,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,610.75,Gradient Boost Classifier,Yes,17.3
5219-YIPTK,2024-08-30,Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3409.6,Gradient Boost Classifier,Yes,54.1
5032-MIYKT,2024-08-30,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.7,70.7,Gradient Boost Classifier,Yes,75.22
7396-VJUZB,2024-08-30,Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,155.35,Gradient Boost Classifier,Yes,32.12
9717-QEBGU,2024-08-30,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,144.0,Gradient Boost Classifier,Yes,70.83
5172-RKOCB,2024-08-30,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.95,7875.0,Gradient Boost Classifier,No,4.32
6509-TSGWN,2024-08-30,Female,No,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.45,911.6,Gradient Boost Classifier,No,7.41
3540-RZJYU,2024-08-30,Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,Gradient Boost Classifier,Yes,44.22
3178-CIFOT,2024-08-30,Female,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.65,478.1,Gradient Boost Classifier,No,4.93
2091-MJTFX,2024-08-30,Female,No,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,Gradient Boost Classifier,Yes,14.62
4530-NDRKU,2024-08-30,Female,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.05,761.85,Gradient Boost Classifier,No,5.9
5985-TBABQ,2024-08-30,Female,No,No,No,32,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.75,2282.95,Gradient Boost Classifier,No,6.27
9800-ONTFE,2024-08-30,Female,No,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.8,1615.1,Gradient Boost Classifier,Yes,38.73
6743-HHQPF,2024-08-30,Male,No,Yes,No,42,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,1097.15,Gradient Boost Classifier,Yes,23.48
8455-HIRAQ,2024-08-30,Female,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,369.3,Gradient Boost Classifier,Yes,24.59
6616-AALSR,2024-08-30,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.3,6725.3,Gradient Boost Classifier,No,7.81
0883-EIBTI,2024-08-30,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,31.55,Gradient Boost Classifier,Yes,15.53
9415-ZNBSX,2024-08-30,Female,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.0,6293.2,Gradient Boost Classifier,No,2.35
4018-KJYUY,2024-08-30,Male,No,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.15,432.5,Gradient Boost Classifier,No,8.65
0722-TROQR,2024-08-30,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,Gradient Boost Classifier,Yes,75.96
7571-YXDAD,2024-08-30,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,Gradient Boost Classifier,Yes,60.55
3884-UEBXB,2024-08-30,Female,No,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.15,2434.45,Gradient Boost Classifier,No,1.81
8780-RSYYU,2024-08-30,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.2,532.1,Gradient Boost Classifier,No,9.56
5537-UXXVS,2024-08-30,Female,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,375.25,Gradient Boost Classifier,No,9.02
1791-PQHBB,2024-08-30,Female,No,No,Yes,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.2,125.95,Gradient Boost Classifier,Yes,29.85
8701-DGLVH,2024-08-30,Male,No,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,1042.65,Gradient Boost Classifier,No,1.85
8741-LQOBK,2024-08-30,Female,No,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,Gradient Boost Classifier,No,10.21
3393-FMZPV,2024-08-30,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,Gradient Boost Classifier,Yes,61.77
8082-GHXOP,2024-08-30,Male,No,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.0,659.35,Gradient Boost Classifier,Yes,19.96
6402-ZFPPI,2024-08-30,Female,Yes,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2,Gradient Boost Classifier,Yes,46.77
0980-FEXWF,2024-08-30,Male,No,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,Gradient Boost Classifier,No,6.3
7486-KSRVI,2024-08-30,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,4211.55,Gradient Boost Classifier,Yes,27.39
3011-WQKSZ,2024-08-30,Male,No,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,377.55,Gradient Boost Classifier,Yes,14.55
8443-WVPSS,2024-08-30,Male,No,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,990.9,Gradient Boost Classifier,Yes,57.63
3006-XIMLN,2024-08-30,Female,No,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Gradient Boost Classifier,Yes,81.42
8218-FFJDS,2024-08-30,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.4,6058.95,Gradient Boost Classifier,No,2.01
1986-PHGZF,2024-08-30,Male,Yes,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.4,964.9,Gradient Boost Classifier,Yes,24.36
9965-YOKZB,2024-08-30,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,790.15,Gradient Boost Classifier,Yes,79.35
0504-HHAPI,2024-08-30,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,Gradient Boost Classifier,Yes,38.1
9360-OMDZZ,2024-08-30,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,Gradient Boost Classifier,Yes,64.17
6305-YLBMM,2024-08-30,Male,No,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,7262.0,Gradient Boost Classifier,Yes,16.61
0345-XMMUG,2024-08-30,Female,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,Gradient Boost Classifier,No,11.59
8024-XNAFQ,2024-08-30,Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,7748.75,Gradient Boost Classifier,No,4.56
3647-GMGDH,2024-08-30,Male,No,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,Gradient Boost Classifier,Yes,51.42
2988-GBIVW,2024-08-30,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.85,6470.1,Gradient Boost Classifier,Yes,39.24
2832-SCUCO,2024-08-30,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.9,57.4,Gradient Boost Classifier,Yes,15.86
7036-ZZKBD,2024-08-30,Male,No,Yes,No,31,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,Gradient Boost Classifier,Yes,12.14
3791-LGQCY,2024-08-30,Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,Gradient Boost Classifier,Yes,56.86
0265-PSUAE,2024-08-30,Female,No,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,Gradient Boost Classifier,Yes,38.74
0463-TXOAK,2024-08-30,Male,No,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1334.5,Gradient Boost Classifier,No,1.71
0594-UFTUL,2024-08-30,Male,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,252.0,Gradient Boost Classifier,No,10.75
9509-MPYOD,2024-08-30,Female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,700.45,Gradient Boost Classifier,No,4.14
9128-CPXKI,2024-08-30,Female,No,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.8,5655.45,Gradient Boost Classifier,Yes,18.08
0129-KPTWJ,2024-08-30,Male,No,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,6747.35,Gradient Boost Classifier,Yes,41.9
8166-ZZTFS,2024-08-30,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,5265.1,Gradient Boost Classifier,No,4.07
5855-EIBDE,2024-08-30,Female,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.65,5174.35,Gradient Boost Classifier,No,5.36
5365-LLFYV,2024-08-30,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,105.6,Gradient Boost Classifier,Yes,42.37
5956-YHHRX,2024-08-30,Male,Yes,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,Gradient Boost Classifier,Yes,71.77
6008-NAIXK,2024-08-30,Male,Yes,No,No,54,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.45,2966.95,Gradient Boost Classifier,Yes,16.57
2956-GGUCQ,2024-08-30,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,1772.25,Gradient Boost Classifier,Yes,41.14
1928-BXYIV,2024-08-30,Male,No,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.15,61.15,Gradient Boost Classifier,Yes,38.76
5760-FXFVO,2024-08-30,Male,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,Gradient Boost Classifier,Yes,45.62
6595-COKXZ,2024-08-30,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.45,44.45,Gradient Boost Classifier,Yes,57.44
0961-ZWLVI,2024-08-30,Male,No,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.2,5290.45,Gradient Boost Classifier,Yes,18.7
5181-OABFK,2024-08-30,Female,No,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.3,3346.8,Gradient Boost Classifier,No,2.15
4007-NHVHI,2024-08-30,Female,Yes,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.85,5219.65,Gradient Boost Classifier,Yes,41.97
7816-VGHTO,2024-08-30,Female,No,Yes,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55,217.5,Gradient Boost Classifier,No,4.4
5871-DGTXZ,2024-08-30,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,607.7,Gradient Boost Classifier,No,4.03
7550-WIQVA,2024-08-30,Male,No,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.25,5431.4,Gradient Boost Classifier,Yes,23.3
7544-ZVIKX,2024-08-30,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6004.85,Gradient Boost Classifier,Yes,24.61
